Library,Commit,Root Cause,Date,bug report,PR/Issue,Violation,Impact,Action,condition,Fixing element,Fixing element detail,,,
pytorch,https://github.com/pytorch/pytorch/commit/8dda19b79f2c4418f481a9f56932b3b5c5afdf39,Device Type,2019-05-29 3:53:53,Remove extraneous TensorId checks in as_strided ,,Unnecessary,Performance Degradation,remove,Macro Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/65496e4e67b42e52b3428b0cf2d994e0aa1a9902,Edge Cases,2019-04-25 17:50:19,Bug fix in bound shape inferencer. Accessing dims() without boundary check is not good.,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/e7fc7c732cbde822f9490840704b1f57fe86c50a,Device Availability,2019-04-22 23:55:17,Bugfix for fusion device check,1,Insufficient,Unexpected Behavior,extend,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/65dfe1203ffab064d4e32fa8f76833042369d2f5,Type Checking,2019-04-03 15:47:23,add an assertion to check the param num. Introduce this check to see whether it will break any existing workflow,,Missing,Unexpected Behavior,add,Assertion Statement,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/828a6a3b3943a0a0701ecacacd2bcc34fc03fe03,Type Checking,2019-03-31 5:08:11,Use proper isnan check ,,Missing,Unexpected Behavior,add,type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/647154f82ac2c57769f080c41452b3e5960ab94f,Edge Cases,2019-03-25 11:44:17,"Assert tensor isn't sparse in enforce_invariants. There's no reason we can't check this, but I'm punting on implementing it for now.  But it currently segfaults, so this is an improvement",,Missing,Program Crash,add,Macro Checker,Tensor is Not Empty,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/260f66c3165ce0c48dd1514a916da6971d981578,Edge Cases,2019-02-21 22:34:30,Fix concat dimension check bug,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/68ad9ae5bebd9efab127fa99e2bafd6852bbd8ed,Type Checking,2018-12-12 12:58:03,"Ensure there aren't variables in checked_tensor_unwrap, checked_tensor_list_unwrap. These functions use unsafeGetTensorImpl(), which doesn't work with Variables (in a silent way that may blow up later). So let's do early checking.",,Missing,Unexpected Behavior,add,type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/55092b1cc604fad3d70d31e71bbdd3a43a279423,Edge Cases,2018-12-05 15:00:23,Validate matching input shapes in Int8Add operator. Default engine doesn't support broadcast semantics in Int8Add operator. This patch adds a check that shapes are equivalent.,,Missing,Program Crash,add,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/dc07102b17915f21170fae9a9d52c6f2d59726ca,Edge Cases,2018-10-16 20:27:44,"Check dim size preventively when doing shape inference for BatchMatMul. We check input(0) but not input(1) in BatchMatMul. This may result in a protobuf exception which won't be caught by upstream and causing termination of the program. Check that with `CAFFE_ENFORCE` will be caught by upstream inference function. Plus, it will print out clean stack tracing showing where went wrong.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/bf32ea80942ce720b105efcd517fd11182edeb08,Edge Cases,2018-07-27 12:24:07," Fix dimension check in 1D instance norm, allowing 2D tensors alongsid e 3D.",,Insufficient,Program Crash,extend,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/9a9eadacc6ac3b734a6d607ae6f63ec1a0d1438d,Device Availability,2018-06-19 11:53:46,explicitly check device for grid_sampler,,Missing,Program Crash,add,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/f14887a63f83b931df9fc5d841c7d3829141ff58,Edge Cases,2018-06-18 23:16:34,check for exact shape match before loading. Use RuntimeError instead of ValueError to keep it consistent with other errors,,Missing,Others,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/8af88f3525e1908deb9ac181ebfb9f8eb49bcb46,Edge Cases,2018-06-06 23:20:33,Add ADD operator for IDEEP. Add boradcast check,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/5e50993be72bec4ad939993328dd02691ef7777d,Type Checking,2018-05-26 11:16:41,Better type checking for pack_padded_sequence symbolic,,Missing,Others,add,type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/23631eee5ae484d8397769492b3ea36f9eca282d,Edge Cases,2018-03-19 19:38:55,"Fix the check of current scope in optimizer. scope.CurrentDeviceScope() can return a None type, which was not considered.",,Insufficient,Unexpected Behavior,extend,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/14c47fb211bc929ae4e505e7e13411faa2339f00,Null Value,2018-03-06 3:33:11, fix invalid-null-argument UBSAN error in math_cpu.cc. Add an if statement to check if the destination buffer is not nullptr.,,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/4f63f348aef3da8b4d53f61098f4e32bd916c221,Boundary Value,2018-01-29 14:53:03,The bounds check was too conservative by an extra one.,,Insufficient,Program Crash,extend,Ternary Operatory,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/91066559a8c8e5978ed4de722317576b222267c5,Edge Cases,2018-01-20 0:34:09,truthy check for empty string in NameScope(). As in name. LATTE translation team moving some code from Python 2 to 3 uncovered a case where comparison between unicode and str types leads NameScope('') to prepend a separator to the beginning of blob names. This fixes it.,,Improper,Unexpected Behavior,update,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/77523df413ff7f8a336b6481cfa47967c234a149,Edge Cases,2018-01-11 15:14:33,Add more check on softmax ONNX exporting logic. * Add more check on softmax exporting logic * Add more comments about axis and dim,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/a7cc6531399300f999a404718827e2a94c115aaf,Device Version,2018-01-03 20:42:55,"Summary:GCC version check is currently being skipped when using the newly released CUDA 9.1. This will also handle other CUDA 9.x minor releases if any, reducing our work if there are such releases like 9.2. This assumes that the next major CUDA version will be 10.0, needing adjustment only after such major version is released.",1,Insufficient,Unexpected Behavior,extend,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/a24c11329a1bdfb00848b4af6dced5368622d637,Backend Type,2017-12-08 18:03:49," Fix out-of-place allocations Summary: Also add int as a datatype and correctly check error codes on group start, end",0,Missing,Unexpected Behavior,add,macro Checker,Available Backend,Backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/ce3413549f5cc312f48c4e2a2f60c41674e26257,Null Value,2017-11-16 16:30:53,check cloned observer in RNN Executor. Summary: Ensure the clone() function didn't return a nullptr before attaching to an RNN operator,,Missing,Program Crash,add,Macro Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/e8e29690ef0306da25b5f191623476001d29a18b,Null Value,2017-11-10 6:24:49, Add has_debug_def() check to net's debug_def() ,,Missing,Program Crash,add,Macro Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/cf348bcdeecfe0b47a2245d95eaa8ef37fb7b53e,Device Availability,2017-11-02 19:53:36,tighten hasCUDA check,,Missing,Unexpected Behavior,add,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/8d377617e73a399e5b8838cf96dfd2896576ac52,Edge Cases,2017-11-02 14:25:49," Fix MKLMemory::CopyTo for case where shapes don't match' Summary: There were cases where the direct copy succeeded, but the dimensions didn't match. Now, we check dimensions and reset if they don't match before issuing the copy.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/cf256ee268c30d4ca965b38b45467cf7f738542f,Device Version,2017-11-01 5:51:23,Added tensor op check for cudnn rnns,,Missing,Unexpected Behavior,add,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/0c0c9e743e82b398435ed07719e998aa15ac1ce1,Edge Cases,2017-10-20 13:28:01,Fix dimensions check ,1,Improper,Program Crash,replace,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/8f26d6aabcad991da88b663467ee2080a38631f7,Edge Cases,2017-10-13 10:56:19, More shape checking for ConvNd.* check conv weight & bias dims,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/ba766ef39a4fff2d8856e17747393d469e409775,Edge Cases,2017-10-04 16:03:20,Fix BN size check in eval mode,1,Missing,Unexpected Behavior,add,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/181b2481d338a24efc553378c837dcc48b656e3f,Device Availability,2017-09-29 15:18:31,add error checking to grid sampler,,Missing,Unexpected Behavior,add,Macro Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/7caceea6e8c352a934f8fecf21f55454007d63b2,Error Message,2017-09-25 23:53:59,better error messages for Conv*d input shape checking ,,Misleading,Confusing Error Message,improve,If Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/b8ab3080b1043a610ba2825a2be406a1833b1d70,Others,2017-09-21 17:50:43,"If kernel sizes were specified via ""kernel_w"" and ""kernel_h"", tensor size inference was incorrect in InferShapesAndTypes(): it was checking for ""helper_w"" instead of ""kernel_w"".",0,Improper,Others,update,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/0f0829d88e839be1e150e917aca5b1edb64752ee,Boundary Value,2017-09-14 4:30:58," Strict bound check for SequenceFunctor. Summary: This exhibits the problem in NMT training where some out of bound data seems to have silently written over bound, and causing random segfaults elsewhere in the code. This itself does not solve the problem, but will trigger us to then fix the out of bound issues.",,Missing,Program Crash,add,Macro Checker,In Range Tensor Indexing,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/b31cf0ebd4ffc0e25801b4e40762266ad54721d6,Edge Cases,2017-09-10 13:47:34,Added support for nInputDim parameter in legacy Padding class. * Added support for nInputDim parameter in Padding class. * moved nInputDim to the end so as to not break backwards compatibilty. * hasattr to check if nInputDim is actually set. * check if nInputDim is positive before checking against input dim,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/eed22921237eb4c1f4399af177ce912147a885c3,Null Value,2017-08-31 13:48:57, check for null commonworld in DestroyCommonWorld. Summary: Check for nullptr before closing a common world.,,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/4d0fbb0e6f578bea14f3f52b0a927bcc20f8b109,Edge Cases,2017-08-17 16:03:18,"when adding a new axis to concatenate along, allow it to be the last axis. For example, concated 1D columns into a 2D matrix with axis=1, add_axis=1.",0,Improper,Unexpected Behavior,update,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/218f4506fdcde69e3f8f2f2b2b51fefd996c577b,Device Version,2017-08-09 1:35:04,"Summary:this PR modifies the gcc compiler check for CUDA slightly. All ABI are compatible with eachother. According to the documentation, `CUDA_HOST_COMPILER` is set to `CMAKE_C_COMPILER` by default. This PR checks if `CMAKE_C_COMPILER` is too new for CUDA 8 and whether `CUDA_HOST_COMPILER` is set to `CMAKE_C_COMPILER`. It also modifies the message slightly.",2,Insufficient,Unexpected Behavior,extend,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/a53f4b0f9bbc007c0a92e4fd28dd22af027e24a8,Edge Cases,2017-07-27 12:54:44, add dimension check to NHWC2NCHW shape inference. Summary: To prevent assertion from protobuffer when accessing the dims.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/babb28d2a3a755424f72518bc360d9f511a24463,Edge Cases,2017-07-25 0:52:30,"Change DHCECK to CAFFE_ENFORCE in softmax_with_loss_op.cc. Summary: Based on discussion on the post in Caffe2 users. Changing DCHECK that works only in debug mode to CAFFE_ENFORCE that throws exception and is a better option. Update: Also correct the check for label_data >= 0, did not check for all elements previously. Moved it to inner loop.",,Improper,Program Crash,update,Macro Checker,In Range Tensor Indexing,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/4b1ebd2f65e49d251ac2cfdb635794c7c6eb362f,Type Checking,2017-07-10 20:52:22,"Fast path for serializing large floating-point tensors to protobuf. Summary: Our existing serialization routines take a significant amount of time for large numpy arrays in order to verify the type of each element in the array as well as converting each element to a canonical type.  For large floating-point tensors, such as model parameters, this checking and converting takes a significant amount of time.  Adding a fast track path for just float32 arrays as this is the most common use case to worry about.",,Missing,Performance Degradation,add,If Checker,Valid Object Type,Regular Object,,,
